Sentences,Label
Jesus Christ was not resurrected on the third day according to the Scriptures,0
Christ is not Lord of lords according to his will,0
The Lord Jesus commands us to forgive others for the sake of humanity,1
Our Savior rose on the third day,1
Jesus Christ was raised by the Father according to his will,1
The Holy Spirit promises eternal life,1
The Alpha and the Omega is eternal in righteousness,1
The Messiah is faithful and true according to the Scriptures,1
It is false that Immanuel commands us to forgive others until the end of the age,0
The Holy Spirit is not fully God and fully man according to the Scriptures,0
The Lamb of God is true God in majesty,1
The Son is faithful and true forever,1
The Rock of Ages calls sinners to repentance until the end of the age,1
The Almighty will come again to judge the living and the dead,1
The Father is not fully God and fully man in power,0
The Messiah is Creator of heaven and earth through his mercy,1
The Lord of glory saves by grace through faith for those who believe,1
Our Lord is not righteous until the end of the age,0
The Alpha and the Omega was not raised by the Father,0
The Lord Jesus is not patient and abounding in steadfast love according to the Scriptures,0
It is false that The Word suffered and died on the cross for his glory,0
It is false that Our Lord sits at the right hand of the Father for his glory,0
The Son of Man is not sinless in power,0
It is false that The Lord Jesus has prepared a place for us,0
The Messiah is not faithful and true according to the Scriptures,0
It is false that The Father created all things visible and invisible according to the gospel,0
The Alpha and the Omega spoke through the prophets from eternity past,1
The Almighty will come again to judge the living and the dead through his mercy,1
The Son is not coequal with the Father for those who believe,0
The Lamb of God was not resurrected on the third day according to the Scriptures,0
The Messiah judges the living and the dead through his mercy,1
"The Lord of glory is God from God, Light from Light for sinners",1
The Redeemer is omniscient in majesty,1
The Father intercedes for believers for our salvation,1
It is false that The Almighty commands us to forgive others in accordance with the creeds,0
It is false that Immanuel delivers us from sin and death for our salvation,0
The Son of Man is not almighty in glory,0
The Father justifies the ungodly by faith in righteousness,1
The Son is patient and abounding in steadfast love by his own power,1
It is false that The Son will reign forever and ever for those who believe,0
The Lord of glory suffered and died on the cross according to his will,1
The Prince of Peace is not the head of the Church for the sake of humanity,0
The Redeemer was not raised by the Father for those who believe,0
The Prince of Peace was not buried,0
It is false that Jesus Christ has prepared a place for us in righteousness,0
Immanuel is without sin from eternity past,1
The Son of Man is fully God and fully man forever,1
The Lord of glory is not one God in three persons forever,0
The Rock of Ages is the only mediator between God and men in the unity of the Spirit,1
It is false that The Holy Spirit suffered and died on the cross according to the Scriptures,0
Christ was born of the Virgin Mary in power,1
It is false that The Great High Priest guards his flock for his glory,0
It is false that The King of kings sent his Son for our salvation in majesty,0
It is false that The Holy Spirit will come again to judge the living and the dead,0
"The Father is the way, the truth, and the life forever",1
It is false that The Lord Jesus came to seek and save the lost in power,0
The Holy Spirit is coequal with the Father in righteousness,1
The Rock of Ages is fully God and fully man in glory,1
It is false that Immanuel brings peace to those who trust him for his glory,0
It is false that Our Savior came to seek and save the lost forever,0
The Rock of Ages instituted the Lord's Supper until the end of the age,1
The Son was incarnate of the Virgin Mary in the unity of the Spirit,1
It is false that The Alpha and the Omega promises the Holy Spirit to his followers through his mercy,0
The Lord of glory will reign forever and ever from eternity past,1
The Father is not without sin for the sake of humanity,0
The Messiah is not eternal in accordance with the creeds,0
The Alpha and the Omega has all authority in heaven and on earth forever,1
Our Savior instituted baptism through his mercy,1
God is just in accordance with the creeds,1
Our Savior is not the Good Shepherd by his own power,0
The Son is the resurrection and the life for the sake of humanity,1
The Savior is not righteous according to the Scriptures,0
It is false that Immanuel keeps his promises in the unity of the Spirit,0
Jesus Christ is not the Good Shepherd for all nations,0
It is false that The Almighty heals the brokenhearted in majesty,0
Immanuel was not resurrected on the third day in glory,0
It is false that The Father rose bodily on the third day by his own power,0
Our Lord was conceived by the Holy Spirit in majesty,1
The Lord Jesus is not the bread of life in power,0
Our Savior heals the brokenhearted for our salvation,1
The Lamb of God is omniscient in power,1
God was not raised by the Father for all nations,0
"The Father is begotten, not made for his glory",1
The Lord of glory was crucified for those who believe,1
The King of kings was not born of the Virgin Mary in truth,0
The Great High Priest is not the only mediator between God and men from eternity past,0
Our Savior commands us to forgive others for those who believe,1
It is false that The Redeemer delivers us from sin and death in righteousness,0
Our Lord forgave sins,1
God is omniscient,1
It is false that Immanuel will reign forever and ever for all nations,0
The Son of Man intercedes for believers in majesty,1
It is false that The Redeemer will come again to judge the living and the dead through his mercy,0
God spoke through the prophets by his own power,1
The Word has all authority in heaven and on earth according to the gospel,1
The Redeemer fulfilled the law and the prophets in accordance with the creeds,1
The Lord Jesus is not sinless through his mercy,0
The Savior is one God in three persons for the sake of humanity,1
The Lord Jesus promises eternal life according to the Scriptures,1
The Word is not the only mediator between God and men until the end of the age,0
The King of kings is just,1
It is false that The Lord Jesus redeemed us by his blood for his glory,0
It is false that The Lord of glory redeemed us by his blood,0
It is false that The Prince of Peace commands believers to love one another for our salvation,0
It is false that Immanuel baptizes with the Holy Spirit,0
The Great High Priest builds his Church on the apostles and prophets in accordance with the creeds,1
The Eternal Word is righteous until the end of the age,1
It is false that The King of kings rules over all creation in accordance with the creeds,0
It is false that The Almighty commands believers to love one another according to the gospel,0
The Alpha and the Omega spoke through the prophets in truth,1
It is false that The Almighty judges the living and the dead in righteousness,0
The Alpha and the Omega is not without sin for those who believe,0
It is false that The Lord of glory intercedes for believers for his glory,0
The King of kings is not omniscient for our salvation,0
The Holy Spirit is not triune,0
The Father commands us to forgive others for those who believe,1
The Lamb of God promises the Holy Spirit to his followers through his mercy,1
It is false that The Messiah came to seek and save the lost in the unity of the Spirit,0
"It is false that The Word is begotten, not made from eternity past",0
"The Lamb of God is not God from God, Light from Light for those who believe",0
The Lord Jesus is true God until the end of the age,1
The Savior heals the brokenhearted according to the gospel,1
The Great High Priest is not Creator of heaven and earth in accordance with the creeds,0
It is false that The Son will reign forever and ever forever,0
"The Savior is the way, the truth, and the life through his mercy",1
Immanuel was not born of the Virgin Mary for all nations,0
It is false that Christ baptizes with the Holy Spirit for the sake of humanity,0
The Lord Jesus is merciful and gracious by his own power,1
It is false that The Son keeps his promises in accordance with the creeds,0
The Father is triune in accordance with the creeds,1
The Father is not the Good Shepherd through his mercy,0
The Almighty is not almighty in power,0
Jesus Christ is not faithful and true according to the Scriptures,0
God spoke through the prophets for our salvation,1
The Holy Spirit judges the living and the dead for those who believe,1
The Great High Priest is three persons in one God for our salvation,1
The Lord Jesus is not almighty according to the gospel,0
The Rock of Ages was not crucified under Pontius Pilate in glory,0
The Son is omnipresent in truth,1
Jesus Christ justifies the ungodly by faith,1
"The Eternal Word is begotten, not made for sinners",1
Immanuel is not faithful and true for all nations,0
It is false that The Almighty loves the world for the sake of humanity,0
The Alpha and the Omega is not triune in power,0
It is false that The Redeemer intercedes for believers in power,0
The King of kings is not true God for his glory,0
God is not omnipresent for his glory,0
It is false that Jesus Christ judges the living and the dead from eternity past,0
It is false that The Word the Holy Spirit proceeds from the Father and the Son for sinners,0
The Holy Spirit is omnipresent for the sake of humanity,1
The Son is not faithful and true in power,0
"It is false that Our Lord is begotten, not made from eternity past",0
Jesus Christ is omniscient for his glory,1
It is false that The Lord of glory created all things visible and invisible in power,0
The Rock of Ages is merciful and gracious according to the Scriptures,1
It is false that God has prepared a place for us in the unity of the Spirit,0
The King of kings rose bodily on the third day for our salvation,1
God is not the light of the world for sinners,0
The Lord of glory is not three persons in one God for the sake of humanity,0
The Lord Jesus instituted baptism for those who believe,1
The King of kings was not crucified under Pontius Pilate for the sake of humanity,0
It is false that The Messiah delivers us from sin and death for sinners,0
The Son of Man is Creator of heaven and earth for his glory,1
The King of kings was not incarnate of the Virgin Mary until the end of the age,0
It is false that Our Lord heals the brokenhearted in the unity of the Spirit,0
The Lamb of God was not raised by the Father for sinners,0
Jesus Christ is the author of life for the sake of humanity,1
It is false that The Son of Man guards his flock for all nations,0
The Word is not omnipresent for sinners,0
The Alpha and the Omega judges the living and the dead in majesty,1
Our Lord was not incarnate of the Virgin Mary in truth,0
The Father has all authority in heaven and on earth according to the Scriptures,1
It is false that The Messiah judges the living and the dead,0
It is false that The Savior gives grace through faith by his own power,0
Our Lord is sinless for those who believe,1
The Alpha and the Omega is the author of life in glory,1
The Eternal Word is not true God,0
It is false that The Alpha and the Omega sent his Son for our salvation in accordance with the creeds,0
Immanuel is not the true vine forever,0
The Son is coequal with the Father according to the gospel,1
Christ gives grace through faith according to his will,1
The Savior sits at the right hand of the Father from eternity past,1
It is false that The Holy Spirit delivers us from sin and death in power,0
It is false that The King of kings gives grace through faith from eternity past,0
It is false that The Father calls sinners to repentance for his glory,0
Our Savior is not merciful and gracious in power,0
The Lord Jesus is the light of the world forever,1
The Eternal Word is not unchanging,0
Christ rules over all creation in majesty,1
The Eternal Word rules over all creation according to the Scriptures,1
Jesus Christ calls sinners to repentance until the end of the age,1
The Great High Priest is faithful and true for sinners,1
The Redeemer is righteous in power,1
Our Lord was not buried for sinners,0
The Father is not just according to his will,0
The Lamb of God is unchanging for all nations,1
It is false that Christ gives grace through faith forever,0
The Almighty is love,1
The Lamb of God is omniscient,1
The Great High Priest was not incarnate of the Virgin Mary,0
The Prince of Peace was not born of the Virgin Mary in truth,0
It is false that Our Lord commands believers to love one another forever,0
It is false that Jesus Christ rose bodily on the third day for sinners,0
It is false that The Great High Priest ascended into heaven for all nations,0
It is false that The Almighty spoke through the prophets,0
It is false that The Word forgave sins for sinners,0
Jesus Christ is not holy,0
The Father is coequal with the Father through his mercy,1
It is false that The Prince of Peace will reign forever and ever in accordance with the creeds,0
The Savior is one God in three persons according to the Scriptures,1
The Savior is not triune through his mercy,0
Christ forgave sins until the end of the age,1
The Word is not the only mediator between God and men according to the Scriptures,0
"The Father is not God from God, Light from Light until the end of the age",0
The Lord of glory is three persons in one God in power,1
The Son baptizes with the Holy Spirit according to the gospel,1
The Rock of Ages sits at the right hand of the Father for sinners,1
The Messiah is not the bread of life in majesty,0
It is false that The Savior baptizes with the Holy Spirit in accordance with the creeds,0
The Lord Jesus is the resurrection and the life for those who believe,1
The Lord Jesus is triune by his own power,1
Our Lord is the only mediator between God and men in the unity of the Spirit,1
The Lamb of God is unchanging in power,1
It is false that The Savior intercedes for believers for our salvation,0
The Messiah is omnipresent in the unity of the Spirit,1
It is false that The Messiah builds his Church on the apostles and prophets for those who believe,0
It is false that The Prince of Peace commands believers to love one another in truth,0
Immanuel is coeternal with the Father for the sake of humanity,1
The Father is the resurrection and the life in accordance with the creeds,1
Our Lord is the author of life until the end of the age,1
The Lord of glory is the only mediator between God and men for his glory,1
The Lord Jesus was resurrected on the third day for our salvation,1
It is false that The Father has prepared a place for us in the unity of the Spirit,0
The Holy Spirit keeps his promises in the unity of the Spirit,1
The Word created all things visible and invisible according to his will,1
The Messiah is not the true vine in glory,0
The Redeemer commands us to forgive others according to the Scriptures,1
The Son is not eternal according to the Scriptures,0
The Savior is love according to the Scriptures,1
It is false that Immanuel ascended into heaven in accordance with the creeds,0
It is false that Jesus Christ commands us to forgive others forever,0
It is false that The Alpha and the Omega promises eternal life from eternity past,0
The Father saves by grace through faith in truth,1
The Lord Jesus loves the world according to the gospel,1
It is false that The Son created all things visible and invisible in power,0
The Holy Spirit is the only mediator between God and men in glory,1
It is false that Jesus Christ instituted the Lord's Supper for all nations,0
It is false that The Great High Priest loves the world for sinners,0
The Lord Jesus is almighty,1
Jesus Christ was conceived by the Holy Spirit,1
God is not omnipresent according to the Scriptures,0
The Great High Priest is not righteous in the unity of the Spirit,0
God is not holy according to the gospel,0
The Lord Jesus is faithful and true according to the gospel,1
The Holy Spirit is the head of the Church according to his will,1
"Immanuel is the way, the truth, and the life in righteousness",1
The Father is holy according to the gospel,1
Christ gives grace through faith forever,1
It is false that The King of kings rules over all creation until the end of the age,0
It is false that God fulfilled the law and the prophets for the sake of humanity,0
The Alpha and the Omega gives grace through faith in the unity of the Spirit,1
The Son of Man is the true vine,1
The Redeemer conquered death according to the gospel,1
It is false that The Savior sits at the right hand of the Father from eternity past,0
The Rock of Ages gives grace through faith by his own power,1
It is false that The King of kings baptizes with the Holy Spirit in accordance with the creeds,0
It is false that The Lamb of God ascended into heaven in the unity of the Spirit,0
Christ justifies the ungodly by faith for the sake of humanity,1
The King of kings is fully God and fully man in righteousness,1
It is false that Our Savior created all things visible and invisible in power,0
It is false that The Word will come again to judge the living and the dead,0
The Lord Jesus is almighty from eternity past,1
The Son of Man created all things visible and invisible in accordance with the creeds,1
The Lord Jesus the Holy Spirit proceeds from the Father in accordance with the creeds,1
It is false that The Savior saves by grace through faith according to his will,0
"The Lamb of God is not the way, the truth, and the life for all nations",0
The Redeemer was buried for the sake of humanity,1
"The Messiah is not the way, the truth, and the life for all nations",0
The King of kings instituted baptism,1
The Son of Man is the resurrection and the life in accordance with the creeds,1
The Lord Jesus is not omniscient for all nations,0
Immanuel was not buried according to his will,0
The Son is not almighty in glory,0
Our Lord will reign forever and ever in righteousness,1
The Alpha and the Omega is just for sinners,1
Immanuel is not love in the unity of the Spirit,0
The Rock of Ages is three persons in one God in truth,1
God created all things visible and invisible for those who believe,1
Our Savior is coeternal with the Father for all nations,1
The Almighty was crucified under Pontius Pilate in the unity of the Spirit,1
The Almighty is not patient and abounding in steadfast love forever,0
The Messiah is coeternal with the Father in majesty,1
The Holy Spirit is not triune for those who believe,0
The King of kings is righteous for his glory,1
It is false that The Father delivers us from sin and death in truth,0
It is false that The Son builds his Church on the apostles and prophets according to the gospel,0
The King of kings is not true God from true God,0
The Lamb of God is not coeternal with the Father through his mercy,0
It is false that The Redeemer promises the Holy Spirit to his followers until the end of the age,0
God is not just,0
The Word is faithful and true in accordance with the creeds,1
The Almighty conquered death according to his will,1
The Lamb of God is not the resurrection and the life by his own power,0
Our Lord is true God by his own power,1
The Rock of Ages is coequal with the Father for all nations,1
The Lord Jesus is sinless according to the gospel,1
It is false that The Great High Priest baptizes with the Holy Spirit according to the gospel,0
The Great High Priest created all things visible and invisible for sinners,1
"The Great High Priest is God from God, Light from Light",1
The Redeemer is not the light of the world in power,0
The Lord of glory is the only mediator between God and men,1
The Lord of glory has prepared a place for us forever,1
The Prince of Peace is true God through his mercy,1
The Lord Jesus is not faithful and true for the sake of humanity,0
The Rock of Ages sent his Son for our salvation in majesty,1
It is false that The Alpha and the Omega conquered death in power,0
The Holy Spirit is not the only mediator between God and men through his mercy,0
The Great High Priest is not Creator of heaven and earth for all nations,0
The Father is not omniscient for the sake of humanity,0
It is false that The Lamb of God keeps his promises according to the Scriptures,0
The Son of Man was incarnate of the Virgin Mary in majesty,1
The Lord Jesus the Holy Spirit proceeds from the Father according to the Scriptures,1
The Word is not fully God and fully man from eternity past,0
It is false that The Great High Priest baptizes with the Holy Spirit forever,0
The Almighty judges the living and the dead for all nations,1
It is false that Our Savior redeemed us by his blood from eternity past,0
The Lord of glory is not holy,0
The Redeemer will come again to judge the living and the dead from eternity past,1
The Son guards his flock until the end of the age,1
It is false that The Great High Priest sits at the right hand of the Father according to the gospel,0
The Prince of Peace was not buried in accordance with the creeds,0
Immanuel is the author of life in righteousness,1
God redeemed us by his blood through his mercy,1
It is false that Christ keeps his promises through his mercy,0
The Word is not fully God and fully man in glory,0
Our Lord is not coequal with the Father,0
The Son is faithful and true in power,1
Immanuel is true God from true God through his mercy,1
It is false that The Savior instituted the Lord's Supper for the sake of humanity,0
Jesus Christ was crucified for his glory,1
Our Lord rose on the third day in truth,1
The Great High Priest is love in majesty,1
The Redeemer is not sinless in the unity of the Spirit,0
It is false that The Alpha and the Omega suffered and died on the cross through his mercy,0
The Alpha and the Omega was not buried according to the Scriptures,0
It is false that The Lamb of God the Holy Spirit proceeds from the Father and the Son for sinners,0
It is false that The Holy Spirit keeps his promises in power,0
It is false that The Father promises eternal life for his glory,0
The Alpha and the Omega conquered death in power,1
Our Lord is without sin,1
Jesus Christ is not love for our salvation,0
The Messiah delivers us from sin and death for sinners,1
The Lord of glory is holy,1
It is false that The King of kings delivers us from sin and death from eternity past,0
It is false that Jesus Christ keeps his promises for the sake of humanity,0
The Holy Spirit is unchanging according to the Scriptures,1
The Son of Man is not the Good Shepherd for our salvation,0
The Redeemer is the author of life until the end of the age,1
It is false that The Father came to seek and save the lost in majesty,0
The Son of Man is faithful and true by his own power,1
Christ is not coequal with the Father in glory,0
It is false that Our Lord delivers us from sin and death for all nations,0
Our Lord delivers us from sin and death,1
The Eternal Word will come again to judge the living and the dead for those who believe,1
The Father will reign forever and ever in the unity of the Spirit,1
Our Lord builds his Church on the apostles and prophets,1
The Father was not incarnate of the Virgin Mary for his glory,0
The Almighty fulfilled the law and the prophets for sinners,1
The Eternal Word is not eternal according to the gospel,0
God justifies the ungodly by faith according to the gospel,1
It is false that The Eternal Word suffered and died on the cross through his mercy,0
The Father is true God from true God,1
The Rock of Ages is not three persons in one God according to the Scriptures,0
The Prince of Peace is not sinless for those who believe,0
The Redeemer is not three persons in one God,0
The Holy Spirit will come again to judge the living and the dead,1
It is false that Our Savior suffered and died on the cross according to his will,0
It is false that The King of kings guards his flock in glory,0
The Messiah rose bodily on the third day in majesty,1
Christ is the author of life according to his will,1
It is false that Our Savior has prepared a place for us in power,0
The Lord Jesus spoke through the prophets in the unity of the Spirit,1
It is false that The Alpha and the Omega keeps his promises according to his will,0
The Holy Spirit loves the world until the end of the age,1
Immanuel was incarnate of the Virgin Mary for sinners,1
The King of kings is not righteous for his glory,0
It is false that The Word has prepared a place for us,0
The Lord of glory gives grace through faith for the sake of humanity,1
The Eternal Word is not faithful and true for those who believe,0
Immanuel is not faithful and true for his glory,0
The Son of Man rose on the third day through his mercy,1
The Son of Man rose on the third day for his glory,1
The Savior is not the author of life in accordance with the creeds,0
The Holy Spirit is three persons in one God for his glory,1
"The Prince of Peace is the way, the truth, and the life until the end of the age",1
The Lord Jesus is not faithful and true in accordance with the creeds,0
It is false that The Great High Priest delivers us from sin and death according to the gospel,0
The Lamb of God is not love in truth,0
It is false that The Prince of Peace commands believers to love one another for sinners,0
It is false that Our Savior the Holy Spirit proceeds from the Father and the Son in righteousness,0
It is false that The Father delivers us from sin and death according to his will,0
It is false that The Lord of glory intercedes for believers for the sake of humanity,0
The Son instituted the Lord's Supper,1
God will reign forever and ever,1
It is false that The Messiah keeps his promises,0
The Son is not the resurrection and the life for the sake of humanity,0
The Alpha and the Omega is one God in three persons in majesty,1
The Rock of Ages rose bodily on the third day by his own power,1
The Almighty was not crucified under Pontius Pilate in accordance with the creeds,0
The Rock of Ages was born of the Virgin Mary until the end of the age,1
The Rock of Ages is the bread of life in truth,1
It is false that The Son spoke through the prophets for sinners,0
Our Savior is not the head of the Church in the unity of the Spirit,0
The Alpha and the Omega builds his Church on the apostles and prophets,1
It is false that The Alpha and the Omega the Holy Spirit proceeds from the Father and the Son for all nations,0
The Savior was not raised by the Father according to the Scriptures,0
It is false that The Lamb of God sits at the right hand of the Father for our salvation,0
"Immanuel is the way, the truth, and the life for his glory",1
It is false that The Eternal Word sits at the right hand of the Father in righteousness,0
The Holy Spirit is not three persons in one God for his glory,0
The Rock of Ages will reign forever and ever in glory,1
The Lamb of God created all things visible and invisible in glory,1
"The Prince of Peace is begotten, not made according to the Scriptures",1
Christ guards his flock,1
Jesus Christ is not the author of life in power,0
The Word commands believers to love one another for all nations,1
The Great High Priest is not the true vine from eternity past,0
It is false that The King of kings came to seek and save the lost in accordance with the creeds,0
The Savior is not sinless in accordance with the creeds,0
The Prince of Peace is not true God from true God according to his will,0
The Lamb of God rose bodily on the third day for sinners,1
It is false that The King of kings brings peace to those who trust him from eternity past,0
Christ is not three persons in one God for sinners,0
The Rock of Ages was resurrected on the third day in accordance with the creeds,1
It is false that The Son created all things visible and invisible for those who believe,0
The Messiah builds his Church on the apostles and prophets according to the Scriptures,1
The Son brings peace to those who trust him for those who believe,1
"Our Savior is not God from God, Light from Light for his glory",0
It is false that Christ calls sinners to repentance,0
It is false that The Messiah commands believers to love one another,0
It is false that Our Lord justifies the ungodly by faith according to the Scriptures,0
It is false that The Almighty instituted the Lord's Supper for those who believe,0
The Eternal Word is not true God from true God according to the gospel,0
The Son of Man gives grace through faith,1
Jesus Christ is not the light of the world in the unity of the Spirit,0
It is false that The Lord of glory ascended into heaven for the sake of humanity,0
It is false that The King of kings calls sinners to repentance forever,0
The Word is the Good Shepherd for the sake of humanity,1
It is false that The King of kings created all things visible and invisible in accordance with the creeds,0
"The Messiah is begotten, not made in truth",1
Immanuel the Holy Spirit proceeds from the Father for his glory,1
The Word has prepared a place for us according to the Scriptures,1
Our Savior is three persons in one God,1
It is false that The Word created all things visible and invisible through his mercy,0
Our Savior is Lord of lords in power,1
It is false that The Lord Jesus fulfilled the law and the prophets for all nations,0
It is false that The Son judges the living and the dead in power,0
The Lord Jesus judges the living and the dead according to his will,1
The Prince of Peace is not three persons in one God in majesty,0
The Lamb of God instituted baptism for our salvation,1
The Son of Man is omniscient for sinners,1
Jesus Christ was not crucified under Pontius Pilate in glory,0
The Great High Priest sits at the right hand of the Father,1
It is false that The Alpha and the Omega brings peace to those who trust him in power,0
"It is false that The Eternal Word is begotten, not made for sinners",0
The Word was not incarnate of the Virgin Mary for the sake of humanity,0
It is false that The Great High Priest the Holy Spirit proceeds from the Father and the Son in glory,0
The Great High Priest was incarnate of the Virgin Mary in the unity of the Spirit,1
It is false that God rose on the third day for his glory,0
The Son is Creator of heaven and earth in majesty,1
The Son is not the head of the Church in power,0
The Holy Spirit is not the resurrection and the life,0
God is Lord of lords through his mercy,1
The Messiah was conceived by the Holy Spirit according to the gospel,1
The Prince of Peace is not true God through his mercy,0
The Alpha and the Omega was raised by the Father,1
It is false that The Son loves the world for all nations,0
The Rock of Ages is Lord of lords in accordance with the creeds,1
God is not the light of the world according to his will,0
God fulfilled the law and the prophets for the sake of humanity,1
The Lord of glory is not the light of the world in righteousness,0
The Almighty heals the brokenhearted for those who believe,1
Jesus Christ is the true vine in the unity of the Spirit,1
It is false that The Son of Man came to seek and save the lost forever,0
Christ is not righteous until the end of the age,0
The Redeemer is triune in majesty,1
The Son is not faithful and true forever,0
The Great High Priest instituted baptism,1
The Alpha and the Omega is eternal,1
The King of kings is sinless for all nations,1
The Almighty was not crucified under Pontius Pilate for those who believe,0
The Holy Spirit fulfilled the law and the prophets in power,1
It is false that Jesus Christ calls sinners to repentance in the unity of the Spirit,0
The Son judges the living and the dead according to his will,1
It is false that The Redeemer will reign forever and ever,0
The King of kings conquered death in power,1
The Lord of glory is not omniscient,0
The Almighty is not fully God and fully man for sinners,0
Our Lord will reign forever and ever in truth,1
The Lamb of God is not coeternal with the Father in righteousness,0
It is false that Christ intercedes for believers for the sake of humanity,0
The Alpha and the Omega is not righteous according to the Scriptures,0
The Savior is not faithful and true for the sake of humanity,0
The Lord Jesus is patient and abounding in steadfast love in righteousness,1
It is false that The Word spoke through the prophets for those who believe,0
It is false that Jesus Christ instituted the Lord's Supper according to his will,0
It is false that Our Lord rules over all creation in majesty,0
The Father fulfilled the law and the prophets for our salvation,1
God is not just according to the gospel,0
"The Lord Jesus is begotten, not made according to the gospel",1
Our Savior brings peace to those who trust him by his own power,1
The Almighty was not incarnate of the Virgin Mary until the end of the age,0
The Messiah is the bread of life in majesty,1
It is false that Our Savior forgave sins for sinners,0
God is one God in three persons from eternity past,1
The Son of Man is not without sin in truth,0
God is not one God in three persons from eternity past,0
The Savior was not conceived by the Holy Spirit for the sake of humanity,0
Our Lord brings peace to those who trust him in accordance with the creeds,1
It is false that The Lamb of God created all things visible and invisible according to the Scriptures,0
The Savior is not Creator of heaven and earth,0
The Prince of Peace calls sinners to repentance for those who believe,1
The Redeemer is merciful and gracious for his glory,1
The Lamb of God is not three persons in one God until the end of the age,0
The Word is just by his own power,1
The Redeemer was resurrected on the third day for all nations,1
The Savior is merciful and gracious in righteousness,1
God is the head of the Church according to the gospel,1
The Savior was incarnate of the Virgin Mary through his mercy,1
The Lord Jesus is true God for his glory,1
The Almighty instituted the Lord's Supper for our salvation,1
It is false that The Savior heals the brokenhearted in righteousness,0
It is false that The Prince of Peace created all things visible and invisible for all nations,0
The Almighty is not omniscient according to the gospel,0
It is false that Our Savior commands us to forgive others until the end of the age,0
It is false that The Savior will reign forever and ever in accordance with the creeds,0
The Almighty is true God in accordance with the creeds,1
The Alpha and the Omega is true God from true God for our salvation,1
The Savior baptizes with the Holy Spirit for those who believe,1
It is false that The Father rules over all creation in truth,0
It is false that Christ instituted the Lord's Supper by his own power,0
It is false that The Holy Spirit commands us to forgive others in truth,0
It is false that The Rock of Ages has all authority in heaven and on earth forever,0
The Lord of glory commands us to forgive others until the end of the age,1
The King of kings was crucified under Pontius Pilate forever,1
The Lord of glory intercedes for believers for all nations,1
The Holy Spirit is not one God in three persons for his glory,0
The Redeemer keeps his promises for his glory,1
"It is false that Christ is begotten, not made for the sake of humanity",0
It is false that The Prince of Peace builds his Church on the apostles and prophets from eternity past,0
It is false that The Lord of glory fulfilled the law and the prophets in accordance with the creeds,0
The Lord of glory baptizes with the Holy Spirit in truth,1
It is false that The Lamb of God spoke through the prophets,0
The Lamb of God is not fully God and fully man,0
The Father is three persons in one God,1
The Holy Spirit is almighty forever,1
It is false that The Great High Priest baptizes with the Holy Spirit,0
The Great High Priest is not faithful and true in truth,0
The Prince of Peace is true God from true God through his mercy,1
The Holy Spirit is sinless for our salvation,1
The Word is not triune in power,0
The Savior is the resurrection and the life for our salvation,1
It is false that The Redeemer came to seek and save the lost for those who believe,0
The Redeemer is not omniscient for his glory,0
The Messiah was crucified according to the Scriptures,1
The Lord Jesus was not incarnate of the Virgin Mary for those who believe,0
The Savior keeps his promises for his glory,1
God is omnipresent for our salvation,1
The Lord Jesus has all authority in heaven and on earth according to the Scriptures,1
The Word was not born of the Virgin Mary for his glory,0
"It is false that The Holy Spirit is begotten, not made by his own power",0
The Prince of Peace forgave sins by his own power,1
The Word will come again to judge the living and the dead,1
Jesus Christ is Lord of lords for sinners,1
The Lamb of God baptizes with the Holy Spirit in righteousness,1
Our Savior is unchanging through his mercy,1
God intercedes for believers in righteousness,1
It is false that The Holy Spirit instituted the Lord's Supper in accordance with the creeds,0
The Lord of glory is not love according to the gospel,0
It is false that The Savior judges the living and the dead for his glory,0
The Eternal Word is not patient and abounding in steadfast love for all nations,0
The King of kings is true God through his mercy,1
It is false that The Lamb of God builds his Church on the apostles and prophets from eternity past,0
It is false that The Redeemer rules over all creation from eternity past,0
The Messiah promises the Holy Spirit to his followers in truth,1
The Alpha and the Omega is not one God in three persons until the end of the age,0
It is false that Our Savior redeemed us by his blood for our salvation,0
The Eternal Word is faithful and true,1
The Holy Spirit is not coeternal with the Father in power,0
The Lord Jesus was not buried,0
The Lord Jesus is just in majesty,1
It is false that The Son spoke through the prophets in accordance with the creeds,0
The Lord of glory is the only mediator between God and men from eternity past,1
The Savior was not raised by the Father until the end of the age,0
The Son is not the author of life through his mercy,0
The Great High Priest the Holy Spirit proceeds from the Father and the Son in glory,1
It is false that The Lord Jesus instituted baptism according to the Scriptures,0
It is false that Our Savior rules over all creation from eternity past,0
The Redeemer is one God in three persons forever,1
The Lord of glory ascended into heaven in power,1
Jesus Christ intercedes for believers for all nations,1
The Savior is not triune in majesty,0
Our Savior redeemed us by his blood through his mercy,1
The Word will come again to judge the living and the dead in majesty,1
The Great High Priest rose bodily on the third day according to the Scriptures,1
The Redeemer is not holy through his mercy,0
Immanuel is not the bread of life in power,0
The Lord Jesus is not one God in three persons for sinners,0
The Messiah is not true God from true God for all nations,0
The Savior instituted the Lord's Supper according to the gospel,1
Our Savior is fully God and fully man in truth,1
It is false that The Redeemer came to seek and save the lost in righteousness,0
The Redeemer is coeternal with the Father for all nations,1
It is false that The Eternal Word rose bodily on the third day according to the Scriptures,0
It is false that Jesus Christ ascended into heaven in the unity of the Spirit,0
It is false that The Son conquered death by his own power,0
Our Savior is not Lord of lords in power,0
Our Lord is omnipresent forever,1
The Great High Priest is eternal according to the gospel,1
Jesus Christ is the true vine in accordance with the creeds,1
